,TASA_PISO_TIERRA,TASA_SIN_DRENAJE,TASA_SIN_ELEC,TASA_SIN_BIENES,TASA_1_CUARTO,TASA_LETRINA,HACINAMIENTO,SCORE_REZAGO,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques,VALOR_CATASTRAL_MAX,abandono_alto
2603000015397,0.015345,0.0,0.003836,0.006394,0.028133,0.0,0.93,0.163951,0.93,522.0,485.0,346.0,805.0,9.67,0.0,2.0,0.0,0.0,0.0,0.0,1222.0,0
260300001540A,0.017566,0.0,0.005019,0.005019,0.022585,0.0,0.89,0.156698,0.89,618.0,531.0,361.0,810.0,10.27,1.0,0.0,0.0,0.0,0.0,0.0,1466.0,0
2603000015414,0.003891,0.0,0.0,0.003891,0.014925,0.0,0.73,0.147556,0.73,830.0,726.0,573.0,1043.0,11.22,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,0
2603000015429,0.0,0.0,0.0,0.0,0.058366,0.0,0.51,0.113673,0.51,232.0,181.0,197.0,280.0,12.78,1.0,4.0,1.0,0.0,0.0,0.0,2971.0,0
2603000015433,0.0066555,0.0,0.0,0.0,0.122159,0.0,0.62,0.148432,0.62,450.0,302.0,380.0,513.0,12.48,14.0,3.0,1.0,0.0,0.0,0.0,3428.0,0
2603000015448,0.0066555,0.0,0.0,0.0,0.0,0.0,0.66,0.11,0.66,486.0,468.0,407.0,520.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1662.0,0
2603000015452,0.0066555,0.0,0.0,0.0,0.008197,0.0,0.73,0.147639,0.73,605.0,597.0,510.0,738.0,12.72,1.0,0.0,0.0,0.0,0.0,0.0,1662.0,0
2603000015467,0.0066555,0.0,0.0,0.0,0.025761,0.0,0.7,0.24192,0.7,294.0,273.0,228.0,428.0,10.77,2.0,1.0,0.0,0.0,0.0,0.0,2262.0,1
2603000015471,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.73,0.243333,0.73,328.0,316.0,259.0,441.0,11.06,2.0,1.0,3.0,0.0,0.0,0.0,3390.0,0
2603000015486,0.008876,0.0,0.007396,0.007396,0.016272,0.0,0.71,0.12499,0.71,472.0,454.0,360.0,690.0,10.78,8.0,5.0,0.0,0.0,0.0,0.0,1809.0,0
2603000015490,0.003342,0.0,0.0,0.0,0.021721,0.0,0.7,0.145013,0.7,900.0,719.0,678.0,1205.0,11.92,1.0,4.0,0.0,0.0,0.0,0.0,1749.0,0
2603000015503,0.005535,0.0,0.009225,0.01107,0.01845,0.0,0.66,0.11738,0.66,391.0,373.0,276.0,594.0,10.82,2.0,3.0,0.0,0.0,0.0,0.0,2262.0,0
2603000015518,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.74,0.185,0.74,113.0,107.0,83.0,157.0,10.15,2.0,1.0,1.0,0.0,0.0,0.0,2262.0,0
2603000015522,0.0066555,0.0,0.0,0.0,0.007916,0.0,0.67,0.135583,0.67,307.0,287.0,232.0,421.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,2262.0,0
2603000015537,0.0,0.0,0.0,0.0,0.033943,0.0,0.68,0.237981,0.68,311.0,290.0,231.0,415.0,11.15,0.0,1.0,0.0,0.0,0.0,0.0,2262.0,0
2603000015560,0.004132,0.0,0.0,0.0,0.0,0.0,0.81,0.116305,0.81,1485.0,1419.0,1210.0,1592.0,13.52,2.0,3.0,0.0,0.0,0.0,0.0,2856.0,0
2603000015575,0.015849,0.004528,0.005283,0.006792,0.040755,0.002264,1.05,0.160782,1.05,823.0,734.0,508.0,1306.0,9.53,0.0,2.0,0.0,0.0,0.0,0.0,4088.0,0
260300001558A,0.022453,0.0,0.01209,0.0,0.032815,0.0,1.05,0.27934,1.05,393.0,360.0,261.0,579.0,9.77,0.0,2.0,0.0,0.0,0.0,0.0,4088.0,0
2603000015594,0.019817,0.0,0.004573,0.0,0.035061,0.004573,1.05,0.185671,1.05,487.0,452.0,314.0,676.0,9.97,3.0,3.0,0.0,0.0,0.0,0.0,1401.0,0
2603000015607,0.0066555,0.0,0.0,0.0,0.005102,0.0,0.5,0.084184,0.5,546.0,512.0,460.0,604.0,13.86,0.0,2.0,1.0,0.0,0.0,0.0,2673.0,0
2603000015611,0.0066555,0.0,0.0,0.0,0.0,0.0,0.52,0.086667,0.52,409.0,395.0,348.0,435.0,14.62,2.0,2.0,0.0,0.0,0.0,0.0,4633.0,0
2603000015626,0.0066555,0.0,0.0,0.0,0.009915,0.0,0.77,0.155983,0.77,575.0,532.0,459.0,729.0,11.84,1.0,3.0,0.0,0.0,0.0,0.0,1706.0,0
2603000015630,0.014286,0.0,0.003896,0.005195,0.035065,0.003896,0.87,0.133191,0.87,600.0,601.0,432.0,800.0,11.08,0.0,1.0,0.0,0.0,0.0,0.0,1924.0,0
2603000015645,0.0066555,0.0,0.0,0.0,0.009132,0.0,0.76,0.192283,0.76,363.0,355.0,286.0,449.0,12.31,0.0,2.0,0.0,0.0,0.0,0.0,2000.0,0
260300001565A,0.004785,0.0,0.0,0.0,0.007177,0.0,0.67,0.11366,0.67,773.0,765.0,680.0,877.0,13.63,3.0,1.0,0.0,0.0,0.0,0.0,1961.0,0
2603000015664,0.0066555,0.0,0.0,0.008721,0.014925,0.0,0.91,0.183744,0.91,252.0,217.0,154.0,335.0,10.69,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,0
2603000015679,0.0066555,0.0,0.0,0.0,0.0,0.0,1.0,0.166667,1.0,114.0,93.0,78.0,129.0,12.02,0.0,1.0,0.0,0.0,0.0,0.0,1900.0,0
2603000015683,0.008787,0.0,0.0,0.0,0.0,0.0,0.56,0.081255,0.56,713.0,706.0,694.0,719.0,15.02,2.0,1.0,2.0,0.0,0.0,0.0,9385.0,0
2603000015698,0.002575,0.0,0.0,0.0,0.014925,0.0,0.53,0.106515,0.53,1211.0,1202.0,1151.0,1238.0,14.71,1.0,2.0,0.0,0.0,0.0,0.0,9385.0,0
2603000015700,0.005464,0.0,0.0,0.0,0.0,0.0,0.94,0.189093,0.94,586.0,556.0,441.0,733.0,11.4,1.0,2.0,0.0,0.0,0.0,0.0,2191.0,0
2603000015715,0.02933,0.01676,0.005587,0.015363,0.069832,0.00838,1.05,0.17075,1.05,420.0,382.0,244.0,678.0,9.59,1.0,0.0,0.0,0.0,0.0,0.0,1401.0,0
260300001572A,0.024038,0.012821,0.00641,0.011218,0.059295,0.012821,1.17,0.185229,1.17,351.0,350.0,205.0,606.0,9.3,0.0,1.0,0.0,0.0,0.0,0.0,2447.0,0
2603000015734,0.053892,0.0,0.008982,0.0,0.041916,0.0,1.08,0.296198,1.08,238.0,208.0,139.0,327.0,9.98,0.0,1.0,0.0,0.0,0.0,0.0,1270.0,0
2603000015749,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.118571,0.83,342.0,337.0,287.0,408.0,12.88,0.0,0.0,0.0,0.0,0.0,0.0,2376.0,0
2603000015753,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.108571,0.76,39.0,33.0,30.0,43.0,10.87,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,0
2603000015768,0.0,0.0,0.0,0.0,0.011278,0.0,0.77,0.156256,0.77,206.0,215.0,173.0,264.0,12.22,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,0
2603000015772,0.017711,0.00545,0.006812,0.004087,0.054496,0.00545,1.15,0.177715,1.15,468.0,463.0,250.0,743.0,10.02,0.0,0.0,1.0,0.0,0.0,0.0,2098.0,0
2603000015823,0.018388,0.004243,0.004243,0.004243,0.046676,0.008487,1.03,0.159469,1.03,385.0,394.0,220.0,682.0,9.39,0.0,1.0,0.0,0.0,0.0,0.0,943.0,0
2603000015838,0.075843,0.061798,0.011236,0.008427,0.115169,0.050562,1.04,0.194719,1.04,190.0,242.0,115.0,347.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0
2603000015842,0.020033,0.006678,0.008347,0.005008,0.048414,0.006678,1.02,0.159308,1.02,357.0,397.0,236.0,583.0,9.76,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0
2603000015857,0.037199,0.010941,0.0,0.0,0.04814,0.021882,1.12,0.20636,1.12,259.0,277.0,172.0,452.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,894.0,0
2603000015861,0.013587,0.0,0.0,0.0,0.054348,0.008152,1.07,0.229217,1.07,244.0,279.0,167.0,379.0,10.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
2603000015876,0.015773,0.015773,0.0,0.0,0.039432,0.011041,1.06,0.228404,1.06,339.0,370.0,221.0,612.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,894.0,0
2603000015880,0.064103,0.0,0.0,0.0,0.089744,0.0,0.98,0.226769,0.98,63.0,70.0,42.0,96.0,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000015895,0.0,0.0,0.0,0.0,0.153846,0.115385,1.07,0.223205,1.07,10.0,15.0,6.0,26.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000015908,0.0,0.0,0.0,0.0,0.15,0.0,1.08,0.246,1.08,11.0,10.0,4.0,19.0,8.35,0.0,0.0,0.0,0.0,0.0,0.0,905.0,0
2603000015912,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.172,0.86,13.0,13.0,7.0,19.0,9.88,0.0,0.0,0.0,0.0,0.0,0.0,905.0,0
2603000015927,0.0066555,0.0,0.0,0.0,0.076923,0.0,1.19,0.211154,1.19,58.0,55.0,28.0,99.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0
2603000015965,0.012821,0.0,0.00641,0.0,0.019231,0.0,0.86,0.128352,0.86,380.0,371.0,339.0,472.0,12.52,0.0,0.0,0.0,0.0,0.0,0.0,2164.0,0
260300001597A,0.0066555,0.0,0.003178,0.0,0.003178,0.0,0.85,0.214089,0.85,776.0,699.0,586.0,965.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,0
2603000015984,0.0066555,0.0,0.0,0.0,0.006849,0.0,0.9,0.151142,0.9,857.0,768.0,669.0,1048.0,11.86,0.0,1.0,0.0,0.0,0.0,0.0,2867.0,0
2603000015999,0.0066555,0.0,0.0,0.0,0.005312,0.0,0.9,0.181062,0.9,610.0,592.0,489.0,763.0,12.09,0.0,2.0,0.0,0.0,0.0,0.0,2867.0,0
2603000016003,0.057753,0.011076,0.004747,0.007911,0.070411,0.017405,1.2,0.195615,1.2,710.0,688.0,455.0,1195.0,9.38,0.0,1.0,0.0,0.0,0.0,0.0,1309.0,0
2603000016018,0.028505,0.0,0.002311,0.002311,0.025424,0.013867,0.87,0.15707,0.87,963.0,916.0,717.0,1284.0,11.49,0.0,0.0,0.0,0.0,0.0,0.0,2867.0,0
2603000016022,0.004566,0.0,0.0,0.0,0.014925,0.0,0.75,0.125761,0.75,619.0,626.0,557.0,684.0,14.05,9.0,4.0,0.0,0.0,0.0,0.0,2218.0,0
2603000016037,0.032328,0.0,0.0,0.0,0.012931,0.015086,0.92,0.196069,0.92,319.0,313.0,257.0,459.0,10.62,4.0,0.0,0.0,0.0,0.0,0.0,1226.0,0
2603000016041,0.0066555,0.0,0.002698,0.0,0.014925,0.0,0.91,0.228174,0.91,861.0,798.0,635.0,1135.0,11.47,0.0,2.0,0.0,0.0,0.0,0.0,2570.0,0
2603000016056,0.0066555,0.0,0.0,0.0,0.005566,0.0,0.99,0.331855,0.99,427.0,398.0,311.0,565.0,11.38,0.0,2.0,0.0,0.0,0.0,0.0,2570.0,0
2603000016060,0.003279,0.0,0.002459,0.002459,0.007377,0.0,0.99,0.143653,0.99,896.0,832.0,660.0,1241.0,11.08,0.0,2.0,0.0,0.0,0.0,0.0,2570.0,0
2603000016075,0.023214,0.021429,0.005357,0.0,0.033929,0.007143,1.0,0.181845,1.0,397.0,393.0,291.0,570.0,10.14,5.0,1.0,0.0,0.0,0.0,0.0,1875.0,0
260300001608A,0.026667,0.0,0.02,0.0,0.14,0.0,1.3,0.371667,1.3,71.0,97.0,53.0,146.0,9.36,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0
2603000016107,0.0066555,0.0,0.0,0.0,0.014925,0.0,1.0,0.25,1.0,223.0,5.0,159.0,6.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000016111,0.0,0.0,0.0,0.0,0.235294,0.0,1.53,0.294216,1.53,13.0,11.0,8.0,18.0,9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000016126,0.019763,0.007905,0.0,0.005929,0.077075,0.013834,1.18,0.217418,1.18,276.0,293.0,146.0,504.0,9.18,0.0,2.0,0.0,0.0,0.0,0.0,894.0,0
2603000016130,0.01726,0.011866,0.005394,0.004315,0.050701,0.009709,1.08,0.168464,1.08,561.0,563.0,371.0,899.0,9.63,0.0,1.0,0.0,0.0,0.0,0.0,924.0,0
2603000016145,0.037464,0.017291,0.023055,0.014409,0.10951,0.008646,1.11,0.188625,1.11,204.0,212.0,153.0,328.0,10.15,2.0,1.0,0.0,0.0,0.0,0.0,1275.0,0
260300001615A,0.01827,0.010962,0.008526,0.004872,0.048721,0.008526,0.86,0.137125,0.86,569.0,587.0,411.0,816.0,10.41,3.0,1.0,0.0,0.0,0.0,0.0,992.0,0
2603000016164,0.009766,0.0,0.0,0.0,0.017578,0.0,0.95,0.244336,0.95,382.0,376.0,269.0,533.0,10.54,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,0
2603000016179,0.0,0.0,0.0,0.024,0.0,0.0,1.14,0.166286,1.14,99.0,84.0,64.0,125.0,10.73,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,0
2603000016183,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.138571,0.97,63.0,58.0,36.0,88.0,10.88,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,0
2603000016198,0.0,0.0,0.0,0.018182,0.014925,0.0,0.97,0.164697,0.97,95.0,102.0,71.0,164.0,10.6,0.0,0.0,1.0,0.0,0.0,0.0,1308.0,0
2603000016200,0.009994,0.0,0.0,0.0,0.002939,0.0,0.78,0.158587,0.78,1616.0,1469.0,1307.0,1852.0,12.76,2.0,3.0,0.0,0.0,0.0,0.0,1799.0,0
2603000016215,0.034904,0.020942,0.006981,0.012216,0.061082,0.017452,0.84,0.14194,0.84,377.0,362.0,262.0,592.0,9.43,0.0,2.0,0.0,0.0,0.0,0.0,1673.0,0
260300001622A,0.00668,0.0,0.0,0.0,0.003597,0.0,0.95,0.137182,0.95,1793.0,1725.0,1544.0,2149.0,12.54,0.0,4.0,0.0,0.0,0.0,0.0,1744.0,0
2603000016234,0.0066555,0.0,0.0,0.0,0.0,0.0,1.52,0.253333,1.52,8.0,17.0,4.0,22.0,8.55,0.0,0.0,0.0,0.0,0.0,0.0,905.0,0
2603000016304,0.022857,0.0,0.0,0.0,0.0,0.0,0.96,0.16381,0.96,135.0,130.0,87.0,179.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,0
2603000016319,0.020927,0.004484,0.0,0.0,0.014948,0.005979,0.96,0.167723,0.96,413.0,415.0,269.0,655.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,0
2603000016323,0.014151,0.023585,0.014151,0.014151,0.099057,0.033019,1.26,0.208302,1.26,115.0,116.0,58.0,199.0,8.88,0.0,2.0,0.0,0.0,0.0,0.0,1270.0,0
2603000016338,0.01072,0.0,0.0,0.007657,0.079632,0.006126,1.13,0.246827,1.13,428.0,412.0,275.0,636.0,9.65,0.0,2.0,0.0,0.0,0.0,0.0,2447.0,0
2603000016342,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1222.0,0
2603000016357,0.432432,0.189189,0.0,0.0,0.324324,0.324324,1.21,0.413378,1.21,12.0,15.0,7.0,29.0,8.96,0.0,1.0,0.0,0.0,0.0,0.0,1421.0,0
2603000016361,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.102857,0.72,147.0,147.0,126.0,178.0,12.36,0.0,0.0,0.0,0.0,0.0,0.0,2376.0,0
2603000016376,0.0,0.0,0.0,0.0,0.008466,0.0,0.92,0.154744,0.92,744.0,695.0,564.0,984.0,11.46,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,0
2603000016380,0.075472,0.0,0.0,0.0,0.150943,0.0,1.47,0.565472,1.47,24.0,27.0,12.0,57.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0
2603000016395,0.0066555,0.0,0.0,0.0,0.181818,0.0,1.48,0.415454,1.48,49.0,52.0,38.0,92.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,2098.0,1
2603000016408,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000016412,0.0066555,0.0,0.0,0.0,0.0,0.0,1.18,0.236,1.18,3.0,14.0,7.0,17.0,9.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000016427,0.0066555,0.0,0.0,0.0,0.2,0.0,1.22,0.355,1.22,3.0,9.0,4.0,14.0,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2603000016431,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.121429,0.85,89.0,88.0,81.0,105.0,11.93,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,0
2603000016446,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.75,0.15,0.75,502.0,494.0,385.0,622.0,11.75,1.0,2.0,0.0,0.0,0.0,0.0,3465.0,0
2603000016450,0.00431,0.0,0.0,0.0,0.012931,0.0,0.91,0.15454,0.91,1112.0,1022.0,820.0,1399.0,11.64,0.0,1.0,0.0,0.0,0.0,0.0,1297.0,0
2603000016465,0.012945,0.0,0.012945,0.009709,0.045307,0.0,1.05,0.226181,1.05,222.0,234.0,152.0,318.0,10.54,0.0,0.0,0.0,0.0,0.0,0.0,1493.0,0
260300001647A,0.0066555,0.0,0.208333,0.0,0.0,0.0,0.89,0.274583,0.89,13.0,15.0,5.0,17.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,1
2603000016624,0.009105,0.0,0.009105,0.010622,0.06525,0.0,1.16,0.250816,1.16,408.0,363.0,216.0,649.0,9.42,2.0,0.0,0.0,0.0,0.0,0.0,2675.0,0
2603000016639,0.067151,0.032668,0.029038,0.023593,0.132486,0.016334,1.29,0.227324,1.29,316.0,240.0,132.0,491.0,8.58,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,0
2603000016643,0.002302,0.0,0.0,0.003837,0.00614,0.0,1.12,0.188713,1.12,944.0,756.0,531.0,1264.0,10.04,0.0,1.0,0.0,0.0,0.0,0.0,3700.0,0
2603000016658,0.0066555,0.0,0.0,0.004556,0.014925,0.0,0.99,0.248639,0.99,981.0,932.0,712.0,1309.0,11.36,0.0,1.0,0.0,0.0,0.0,0.0,1324.0,0
2603000016662,0.0066555,0.0,0.004726,0.0,0.0,0.0,0.83,0.166945,0.83,837.0,812.0,641.0,1049.0,11.7,3.0,3.0,0.0,0.0,0.0,0.0,1957.0,0
2603000016677,0.017595,0.0,0.0,0.0,0.01564,0.004888,0.83,0.173625,0.83,840.0,872.0,677.0,1081.0,12.15,0.0,0.0,0.0,0.0,0.0,0.0,3550.0,1
2603000016681,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.74,0.148,0.74,520.0,484.0,433.0,576.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,1809.0,0
2603000016696,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.131429,0.92,86.0,89.0,71.0,107.0,12.59,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,0
2603000016709,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.088571,0.62,217.0,211.0,204.0,223.0,14.31,0.0,0.0,0.0,0.0,0.0,0.0,2376.0,0
2603000016713,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.122857,0.86,87.0,85.0,83.0,101.0,14.21,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,1
2603000016728,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.094286,0.66,20.0,23.0,21.0,23.0,14.19,0.0,1.0,0.0,0.0,0.0,0.0,6415.0,1
2603000016732,0.0066555,0.0,0.0,0.0,0.014184,0.0,0.85,0.172837,0.85,218.0,218.0,182.0,303.0,11.63,0.0,0.0,0.0,0.0,0.0,0.0,4215.0,0
2603000016747,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.09,0.63,101.0,101.0,101.0,101.0,15.06,0.0,0.0,0.0,0.0,0.0,0.0,6698.0,1
2603000016751,0.142857,0.0,0.0,0.0,0.228571,0.085714,1.36,0.259592,1.36,12.0,25.0,9.0,39.0,8.84,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0
2603000016766,0.003663,0.0,0.003663,0.0,0.008547,0.0,1.07,0.180979,1.07,507.0,455.0,299.0,799.0,9.79,0.0,1.0,0.0,0.0,0.0,0.0,1308.0,0
2603000016770,0.0066555,0.0,0.0,0.007772,0.0,0.0,0.98,0.197554,0.98,262.0,233.0,170.0,380.0,10.17,0.0,1.0,0.0,0.0,0.0,0.0,1308.0,0
2603000016785,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.128571,0.9,4.0,8.0,159.0,9.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,1308.0,0
260300001679A,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000016802,0.052933,0.041488,0.012876,0.005722,0.150215,0.051502,1.16,0.210677,1.16,402.0,367.0,191.0,674.0,9.02,0.0,2.0,1.0,0.0,0.0,0.0,1297.0,0
2603000016817,0.0066555,0.0,0.0,0.002545,0.005937,0.0,0.86,0.173696,0.86,991.0,852.0,677.0,1202.0,11.05,1.0,1.0,0.0,0.0,0.0,0.0,1297.0,0
2603000016821,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.86,0.158587,0.86,223.0,218.0,159.0,309.0,10.53,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,0
2603000016836,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.78,0.156,0.78,532.0,453.0,371.0,603.0,11.3,0.0,1.0,0.0,0.0,0.0,0.0,1297.0,0
2603000016840,0.003367,0.0,0.0,0.0,0.014925,0.0,0.84,0.168673,0.84,757.0,682.0,585.0,921.0,11.69,2.0,2.0,0.0,0.0,0.0,0.0,1458.0,0
2603000016855,0.0,0.0,0.0,0.008,0.014925,0.0,0.87,0.1756,0.87,269.0,272.0,204.0,370.0,11.22,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,0
260300001686A,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,0
2603000016874,0.348571,0.0,0.0,0.017143,0.2,0.068571,1.33,0.392857,1.33,38.0,58.0,22.0,131.0,8.22,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0
2603000016893,0.266667,0.0,0.0,0.0,0.177778,0.155556,1.31,0.318334,1.31,8.0,16.0,6.0,42.0,7.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2603000016906,0.098214,0.116071,0.0,0.035714,0.196429,0.116071,1.11,0.27875,1.11,27.0,68.0,26.0,104.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,747.0,0
2603000016910,0.0066555,0.0,0.005277,0.009235,0.01847,0.0,1.25,0.320746,1.25,451.0,394.0,211.0,745.0,9.92,0.0,1.0,0.0,0.0,0.0,0.0,2098.0,0
2603000016925,0.0,0.0,0.0,0.0,0.014925,0.0,0.82,0.136667,0.82,463.0,451.0,423.0,497.0,13.33,0.0,2.0,0.0,0.0,0.0,0.0,2913.0,0
260300001693A,0.004444,0.0,0.0,0.0,0.014925,0.0,0.78,0.156889,0.78,622.0,617.0,567.0,702.0,13.22,0.0,0.0,0.0,0.0,0.0,0.0,2913.0,0
2603000016944,0.0,0.0,0.0,0.0,0.010671,0.0,0.93,0.188134,0.93,532.0,534.0,418.0,704.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,2458.0,0
2603000016959,0.0066555,0.0,0.0,0.0,0.0,0.0,0.75,0.1875,0.75,594.0,610.0,549.0,649.0,14.43,1.0,0.0,0.0,0.0,0.0,0.0,2180.0,0
2603000016963,0.004785,0.0,0.0,0.0,0.014925,0.0,0.73,0.122464,0.73,1081.0,1057.0,1004.0,1115.0,14.47,0.0,1.0,0.0,0.0,0.0,0.0,2458.0,0
2603000016978,0.008475,0.0,0.0,0.0,0.014925,0.0,0.72,0.121412,0.72,398.0,401.0,391.0,421.0,14.53,0.0,1.0,0.0,0.0,0.0,0.0,2458.0,0
2603000016982,0.0066555,0.0,0.0,0.0,0.014925,0.0,0.71,0.1775,0.71,717.0,700.0,668.0,739.0,14.37,5.0,0.0,0.0,0.0,0.0,0.0,2830.0,0
2603000016997,0.0066555,0.0,0.0,0.0,0.0,0.0,0.57,0.095,0.57,162.0,162.0,152.0,162.0,15.09,3.0,1.0,1.0,0.0,0.0,0.0,5134.0,0
2603000017001,0.149171,0.038674,0.016575,0.016575,0.265193,0.022099,1.4,0.272612,1.4,122.0,80.0,29.0,155.0,7.91,0.0,0.0,0.0,0.0,0.0,0.0,833.0,1
2603000017016,0.0066555,0.0,0.0,0.0,0.145833,0.0,1.23,0.687916,1.23,20.0,26.0,8.0,46.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0
2603000017020,0.0066555,0.0,0.0,0.005405,0.014925,0.0,0.93,0.233851,0.93,381.0,350.0,242.0,560.0,10.46,0.0,1.0,0.0,0.0,0.0,0.0,1324.0,0
2603000017035,0.0,0.0,0.0,0.0,0.014925,0.0,1.11,0.185,1.11,126.0,111.0,65.0,194.0,9.82,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,1
260300001704A,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16,0.8,336.0,342.0,284.0,400.0,12.91,0.0,1.0,0.0,0.0,0.0,0.0,1548.0,0
2603000017054,0.0066555,0.0,0.0,0.0,0.0,0.0,0.79,0.131667,0.79,387.0,395.0,338.0,457.0,12.76,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1
2603000017069,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.094286,0.66,145.0,144.0,142.0,145.0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,4944.0,0
2603000017073,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.147143,1.03,223.0,7.0,0.0,10.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0
2603000017088,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.115714,0.81,46.0,46.0,46.0,47.0,14.39,0.0,0.0,0.0,0.0,0.0,0.0,1744.0,0
2603000017092,0.0066555,0.0,0.0,0.0,0.014925,0.0,1.15,0.383333,1.15,43.0,39.0,24.0,68.0,9.74,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,0
2603000017105,0.0066555,0.0,0.0,0.0,0.0,0.0,1.08,0.27,1.08,18.0,11.0,10.0,19.0,10.54,0.0,0.0,0.0,0.0,0.0,0.0,1297.0,1
260300001711A,0.126984,0.0,0.0,0.0,0.142857,0.0,1.26,0.38246,1.26,7.0,38.0,9.0,60.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
